job_id,title,company,location,job_url,posted_date,posted_time_ago,applicants,is_promoted,search_keywords,search_location,scraped_at
4138563925,Software Engineer - Python,Selector,"Santa Clara, CA",https://www.linkedin.com/jobs/view/software-engineer-python-at-selector-4138563925?position=1&pageNum=0&refId=8%2BdFPPzhRaj7RjBbnMkwYQ%3D%3D&trackingId=WDpK%2BjzmNkMc31DMFHIWHQ%3D%3D,2025-01-06,6 months ago,,False,python developer,United States,2025-07-20T05:53:07.923692
4258784266,Python Developer,Atos,"San Jose, CA",https://www.linkedin.com/jobs/view/python-developer-at-atos-4258784266?position=2&pageNum=0&refId=8%2BdFPPzhRaj7RjBbnMkwYQ%3D%3D&trackingId=VGdhDTLTYhbR5HhqNU7xQw%3D%3D,2025-07-01,2 weeks ago,,False,python developer,United States,2025-07-20T05:53:07.924036
4210753612,"Associate Software Engineer, Backend Python",PayPal,"San Jose, CA",https://www.linkedin.com/jobs/view/associate-software-engineer-backend-python-at-paypal-4210753612?position=3&pageNum=0&refId=8%2BdFPPzhRaj7RjBbnMkwYQ%3D%3D&trackingId=erxSIAV9w1KkNuG5ZMUR7A%3D%3D,2025-04-22,2 months ago,,False,python developer,United States,2025-07-20T05:53:07.924340
4266445001,Python Developer,Genpact,"New York, United States",https://www.linkedin.com/jobs/view/python-developer-at-genpact-4266445001?position=4&pageNum=0&refId=8%2BdFPPzhRaj7RjBbnMkwYQ%3D%3D&trackingId=bVinX2poUNZP6aoFsSPDiA%3D%3D,2025-07-16,3 days ago,,False,python developer,United States,2025-07-20T05:53:07.924638
4260764615,Python Engineer,Publicis Sapient,"New York, United States",https://www.linkedin.com/jobs/view/python-engineer-at-publicis-sapient-4260764615?position=5&pageNum=0&refId=8%2BdFPPzhRaj7RjBbnMkwYQ%3D%3D&trackingId=DMnP80arLsfvB%2BcQuNGUUw%3D%3D,2025-07-09,1 week ago,,False,python developer,United States,2025-07-20T05:53:07.924943
4210778790,"Software Engineer, Backend Python",PayPal,"San Jose, CA",https://www.linkedin.com/jobs/view/software-engineer-backend-python-at-paypal-4210778790?position=6&pageNum=0&refId=8%2BdFPPzhRaj7RjBbnMkwYQ%3D%3D&trackingId=woS7DvEwOJ5ff0py%2B%2BvcVw%3D%3D,2025-04-24,2 months ago,,False,python developer,United States,2025-07-20T05:53:07.925243
4265556252,Backend Python Software Engineer,NVIDIA,"Durham, NC",https://www.linkedin.com/jobs/view/backend-python-software-engineer-at-nvidia-4265556252?position=7&pageNum=0&refId=8%2BdFPPzhRaj7RjBbnMkwYQ%3D%3D&trackingId=ldedcaRKYv7GKwfgJ8YJ%2BQ%3D%3D,2025-07-12,1 week ago,,False,python developer,United States,2025-07-20T05:53:07.925537
3919127797,PYTHON DEVELOPER – DJANGO/FLASK,SpanIdea Systems,"Milpitas, CA",https://www.linkedin.com/jobs/view/python-developer-%E2%80%93-django-flask-at-spanidea-systems-3919127797?position=8&pageNum=0&refId=8%2BdFPPzhRaj7RjBbnMkwYQ%3D%3D&trackingId=0lKhIhxWO%2Bv%2BLnSJeJntOg%3D%3D,2024-05-06,1 year ago,,False,python developer,United States,2025-07-20T05:53:07.925824
4269883516,Junior Python Developer,Lensa,"Chantilly, VA",https://www.linkedin.com/jobs/view/junior-python-developer-at-lensa-4269883516?position=9&pageNum=0&refId=8%2BdFPPzhRaj7RjBbnMkwYQ%3D%3D&trackingId=S0UrzPhkFOt5YvJvwPirKA%3D%3D,2025-07-19,23 hours ago,,False,python developer,United States,2025-07-20T05:53:07.926194
4251684872,"Software Engineer, Python",Fern,United States,https://www.linkedin.com/jobs/view/software-engineer-python-at-fern-4251684872?position=10&pageNum=0&refId=8%2BdFPPzhRaj7RjBbnMkwYQ%3D%3D&trackingId=U5jsKzFO006fcZpS6rtntA%3D%3D,2025-06-16,1 month ago,,False,python developer,United States,2025-07-20T05:53:07.926458
